"Gilt Name","Close of Business Date","ISIN","Type","Coupon","Maturity","Clean Price","Dirty Price","Yield","Mod Duration","Accrued Interest"
"OBL  10/25","8/20/2025","DE0001030716","Conventional","N/A","10/10/2025","99.750","99.750000","1.841338","0.135771","N/A"
"LET  10/25","8/20/2025","ES0L02510102","Conventional","N/A","10/10/2025","99.735","N/A","1.953000","0.135750","N/A"
"BOT  10/25","8/20/2025","IT0005617367","Conventional","N/A","10/14/2025","99.718","N/A","1.917500","0.146808","N/A"
"BUB  10/25","8/20/2025","DE000BU0E220","Conventional","N/A","10/15/2025","99.760","N/A","1.606125","0.149639","N/A"
"BTF  10/25","8/20/2025","FR0129132637","Conventional","N/A","10/15/2025","99.708","N/A","1.950500","0.149562","N/A"
"PGB 2.875 10/25","8/20/2025","PTOTEKOE0011","Conventional","2.875","10/15/2025","100.117","102.566657","2.004177","0.149550","2.449657"
"BTC  10/25","8/20/2025","BE0312806780","Conventional","N/A","10/16/2025","99.708","N/A","1.916750","0.152332","N/A"
"RAGB 1.2 10/25","8/20/2025","AT0000A1FAP5","Conventional","1.200","10/20/2025","99.878","100.884027","1.911074","0.163377","1.006027"
"BTF  10/25","8/20/2025","FR0128983956","Conventional","N/A","10/22/2025","99.670","N/A","1.951500","0.168886","N/A"
"UKT 3.5 10/25","8/20/2025","GB00BPCJD880","Conventional","3.500","10/22/2025","99.902","101.059104","4.024746","0.168710","1.157104"
"FRTR 6 10/25","8/20/2025","FR0000571150","Conventional","6.000","10/25/2025","100.684","105.631945","1.900535","0.182697","4.947945"
"BTF  10/25","8/20/2025","FR0129132645","Conventional","N/A","10/29/2025","99.634","N/A","1.944500","0.188198","N/A"
"RATB  10/25","8/20/2025","AT0000A3KPE3","Conventional","N/A","10/30/2025","99.625","N/A","1.961525","0.190949","N/A"
"DTC  10/25","8/20/2025","NL0015002HM5","Conventional","N/A","10/30/2025","99.636","N/A","1.904500","0.190970","N/A"
"SPGB 2.15 10/25","8/20/2025","ES00000127G9","Conventional","2.150","10/31/2025","100.031","101.768671","1.927036","0.193719","1.737671"
"EU  11/25","8/20/2025","EU000A284451","Conventional","N/A","11/4/2025","99.624","99.624000","1.836093","0.204783","N/A"
"BTF  11/25","8/20/2025","FR0128690726","Conventional","N/A","11/5/2025","99.599","N/A","1.934000","0.207497","N/A"
"LET  11/25","8/20/2025","ES0L02511076","Conventional","N/A","11/7/2025","99.583","N/A","1.958000","0.212997","N/A"
"EUB  11/25","8/20/2025","EU000A4EAKN8","Conventional","N/A","11/7/2025","99.584","N/A","1.951000","0.213000","N/A"
"BTF  11/25","8/20/2025","FR0129132652","Conventional","N/A","11/12/2025","99.556","N/A","1.958385","0.226766","N/A"
"BTC  11/25","8/20/2025","BE0312803753","Conventional","N/A","11/13/2025","99.557","N/A","1.930000","0.229534","N/A"
"RFTB  11/25","8/20/2025","FI4000582762","Conventional","N/A","11/13/2025","99.555","N/A","1.940750","0.229529","N/A"
"BOT  11/25","8/20/2025","IT0005621401","Conventional","N/A","11/14/2025","99.554","N/A","1.919500","0.232293","N/A"
"BTPS 2.5 11/25","8/20/2025","IT0005345183","Conventional","2.500","11/15/2025","100.104","100.776550","1.944007","0.240537","0.672550"
"BUB  11/25","8/20/2025","DE000BU0E238","Conventional","N/A","11/19/2025","99.603","N/A","1.614000","0.246240","N/A"
"BTF  11/25","8/20/2025","FR0128983964","Conventional","N/A","11/19/2025","99.520","N/A","1.951325","0.246035","N/A"
"PTC  11/25","8/20/2025","PTPBTOGE0068","Conventional","N/A","11/21/2025","99.512","N/A","1.940000","0.251544","N/A"
"FRTR 1 11/25","8/20/2025","FR0012938116","Conventional","1.000","11/25/2025","99.743","100.482726","1.950779","0.262537","0.739726"
"BTF  11/25","8/20/2025","FR0129132660","Conventional","N/A","11/26/2025","99.477","N/A","1.970000","0.265273","N/A"
"DTC  11/25","8/20/2025","NL0015002IJ9","Conventional","N/A","11/27/2025","99.480","N/A","1.939000","0.268044","N/A"
"BOT  11/25","8/20/2025","IT0005652554","Conventional","N/A","11/28/2025","99.474","N/A","1.941750","0.270791","N/A"
"BTPS 2 12/25","8/20/2025","IT0005127086","Conventional","2.000","12/1/2025","100.006","100.454090","1.937022","0.279039","0.448090"
"BTF  12/25","8/20/2025","FR0128690734","Conventional","N/A","12/3/2025","99.446","N/A","1.948750","0.284525","N/A"
"LET  12/25","8/20/2025","ES0L02512058","Conventional","N/A","12/5/2025","99.445","N/A","1.915000","0.290047","N/A"
"EUB  12/25","8/20/2025","EU000A4EB329","Conventional","N/A","12/5/2025","99.437","N/A","1.940776","0.290025","N/A"
"BUB  12/25","8/20/2025","DE000BU0E253","Conventional","N/A","12/10/2025","99.537","N/A","1.522211","0.304141","N/A"
"BTC  12/25","8/20/2025","BE0312807796","Conventional","N/A","12/11/2025","99.410","N/A","1.925000","0.306514","N/A"
"BKO 3.1 12/25","8/20/2025","DE000BU22031","Conventional","3.100","12/12/2025","100.346","102.494767","1.898040","0.309285","2.148767"
"BOT  12/25","8/20/2025","IT0005627853","Conventional","N/A","12/12/2025","99.413","N/A","1.898190","0.309285","N/A"
"BTF  12/25","8/20/2025","FR0128983972","Conventional","N/A","12/17/2025","99.368","N/A","1.955667","0.322947","N/A"
"BTF  12/25","8/20/2025","FR0128690742","Conventional","N/A","12/31/2025","99.287","N/A","1.972815","0.361295","N/A"
"EUB  01/26","8/20/2025","EU000A3L7AT2","Conventional","N/A","1/9/2026","99.240","N/A","1.970037","0.385932","N/A"
"BUB  01/26","8/20/2025","DE000BU0E246","Conventional","N/A","1/14/2026","99.278","N/A","1.806500","0.399868","N/A"
"BTF  01/26","8/20/2025","FR0128983980","Conventional","N/A","1/14/2026","99.216","N/A","1.962000","0.399620","N/A"
"BOT  01/26","8/20/2025","IT0005631533","Conventional","N/A","1/14/2026","99.233","N/A","1.920000","0.399687","N/A"
"BTC  01/26","8/20/2025","BE0312808802","Conventional","N/A","1/15/2026","99.225","N/A","1.926000","0.402412","N/A"
"NETHR  01/26","8/20/2025","NL0015000QL2","Conventional","N/A","1/15/2026","99.240","99.240000","1.888324","0.402473","N/A"
"BTPS 3.5 01/26","8/20/2025","IT0005514473","Conventional","3.500","1/15/2026","100.585","100.946410","1.962878","0.402353","0.361410"
"LET  01/26","8/20/2025","ES0L02601166","Conventional","N/A","1/16/2026","99.209","N/A","1.952875","0.405103","N/A"
"PTC  01/26","8/20/2025","PTPBTDGE0061","Conventional","N/A","1/16/2026","99.212","N/A","1.946250","0.405114","N/A"
"BTF  01/26","8/20/2025","FR0128838499","Conventional","N/A","1/28/2026","99.147","N/A","1.947000","0.437901","N/A"
"BTPS 3.2 01/26","8/20/2025","IT0005584302","Conventional","3.200","1/28/2026","100.515","100.732390","1.950118","0.437895","0.217390"
"RATB  01/26","8/20/2025","AT0000A3MUB5","Conventional","N/A","1/29/2026","99.136","N/A","1.962000","0.440602","N/A"
"DTC  01/26","8/20/2025","NL0015002KV0","Conventional","N/A","1/29/2026","99.150","N/A","1.928000","0.440668","N/A"
"UKT 0.125 01/26","8/20/2025","GB00BL68HJ26","Conventional","0.125","1/30/2026","98.636","98.643473","3.241158","0.437541","0.007473"
"BOT  01/26","8/20/2025","IT0005664484","Conventional","N/A","1/30/2026","99.124","N/A","1.977000","0.443303","N/A"
"SPGB  01/26","8/20/2025","ES0000012G91","Conventional","N/A","1/31/2026","99.122","99.122000","1.944389","0.451556","N/A"
"BTPS 0.5 02/26","8/20/2025","IT0005419848","Conventional","0.500","2/1/2026","99.353","99.381530","1.918261","0.451609","0.028530"
"LET  02/26","8/20/2025","ES0L02602065","Conventional","N/A","2/6/2026","99.097","N/A","1.953250","0.462451","N/A"
"EUB  02/26","8/20/2025","EU000A4D5551","Conventional","N/A","2/6/2026","99.098","N/A","1.951000","0.462456","N/A"
"BTF  02/26","8/20/2025","FR0129132694","Conventional","N/A","2/11/2026","99.061","N/A","1.973444","0.476041","N/A"
"BTC  02/26","8/20/2025","BE0312809818","Conventional","N/A","2/12/2026","99.072","N/A","1.938625","0.478847","N/A"
"GGB  02/26","8/20/2025","GR0114032577","Conventional","N/A","2/12/2026","99.125","99.125000","1.826325","0.479104","N/A"
"RFTB  02/26","8/20/2025","FI4000586748","Conventional","N/A","2/13/2026","99.053","N/A","1.967737","0.481505","N/A"
"BOT  02/26","8/20/2025","IT0005635351","Conventional","N/A","2/13/2026","99.054","N/A","1.964731","0.481512","N/A"
"DBR 0.5 02/26","8/20/2025","DE0001102390","Conventional","0.500","2/15/2026","99.355","99.612534","1.801856","0.490078","0.257534"
"BUB  02/26","8/20/2025","DE000BU0E261","Conventional","N/A","2/18/2026","99.084","N/A","1.849250","0.495419","N/A"
"BTF  02/26","8/20/2025","FR0128838507","Conventional","N/A","2/25/2026","98.993","N/A","1.957632","0.514215","N/A"
"FRTR  02/26","8/20/2025","FR0013508470","Conventional","N/A","2/25/2026","99.028","99.028000","1.889597","0.514395","N/A"
"BTPS 4.5 03/26","8/20/2025","IT0004644735","Conventional","4.500","3/1/2026","101.311","103.438720","1.964249","0.516921","2.127720"
"EU  03/26","8/20/2025","EU000A3KNYF7","Conventional","N/A","3/4/2026","98.980","98.980000","1.912289","0.533392","N/A"
"LET  03/26","8/20/2025","ES0L02603063","Conventional","N/A","3/6/2026","98.944","N/A","1.959500","0.538697","N/A"
"EUB  03/26","8/20/2025","EU000A4D7LB6","Conventional","N/A","3/6/2026","98.941","N/A","1.966790","0.538676","N/A"
"BTC  03/26","8/20/2025","BE0312810824","Conventional","N/A","3/12/2026","98.921","N/A","1.944000","0.555057","N/A"
"BOT  03/26","8/20/2025","IT0005640666","Conventional","N/A","3/13/2026","98.900","N/A","1.972000","0.557687","N/A"
"RAGB 4.85 03/26","8/20/2025","AT0000A0DXC2","Conventional","4.850","3/15/2026","101.626","103.752027","1.849397","0.566230","2.126027"
"BUB  03/26","8/20/2025","DE000BU0E279","Conventional","N/A","3/18/2026","98.932","N/A","1.867944","0.571609","N/A"
"BKO 2.5 03/26","8/20/2025","DE000BU22049","Conventional","2.500","3/19/2026","100.331","101.399493","1.869447","0.574322","1.068493"
"PTC  03/26","8/20/2025","PTPBTYGE0041","Conventional","N/A","3/20/2026","98.874","N/A","1.953000","0.576763","N/A"
"BTF  03/26","8/20/2025","FR0128838515","Conventional","N/A","3/25/2026","98.849","N/A","1.949500","0.590349","N/A"
"OLO 4.5 03/26","8/20/2025","BE0000324336","Conventional","4.500","3/28/2026","101.490","103.302329","1.897175","0.604107","1.812329"
"BTPS  04/26","8/20/2025","IT0005437147","Conventional","N/A","4/1/2026","98.835","98.835000","1.911458","0.609482","N/A"
"BTC  04/26","8/20/2025","BE0312811830","Conventional","N/A","4/9/2026","98.773","N/A","1.944500","0.631049","N/A"
"OBL  04/26","8/20/2025","DE0001141836","Conventional","N/A","4/10/2026","98.825","98.825000","1.852941","0.634127","N/A"
"LET  04/26","8/20/2025","ES0L02604103","Conventional","N/A","4/10/2026","98.760","N/A","1.957250","0.633708","N/A"
"EUB  04/26","8/20/2025","EU000A4D85N4","Conventional","N/A","4/10/2026","98.756","N/A","1.962500","0.633687","N/A"
"BOT  04/26","8/20/2025","IT0005645509","Conventional","N/A","4/14/2026","98.734","N/A","1.963672","0.644516","N/A"
"BUB  04/26","8/20/2025","DE000BU0E287","Conventional","N/A","4/15/2026","98.793","N/A","1.864250","0.647641","N/A"
"RFGB 0.5 04/26","8/20/2025","FI4000197959","Conventional","0.500","4/15/2026","99.057","99.233712","1.946541","0.647296","0.176712"
"CCT 2.744 04/26","8/20/2025","IT0005428617","Conventional","2.744","4/15/2026","100.400","101.383270","2.020258","N/A","0.983270"
"BTPS 3.8 04/26","8/20/2025","IT0005538597","Conventional","3.800","4/15/2026","101.160","102.499340","1.963751","0.637971","1.339340"
"BTF  04/26","8/20/2025","FR0128983998","Conventional","N/A","4/22/2026","98.688","N/A","1.969460","0.666144","N/A"
"FRTR 3.5 04/26","8/20/2025","FR0010916924","Conventional","3.500","4/25/2026","101.034","102.175096","1.882306","0.680070","1.141096"
"SPGB 1.95 04/26","8/20/2025","ES00000127Z9","Conventional","1.950","4/30/2026","99.995","100.604041","1.918868","0.688017","0.609041"
"LET  05/26","8/20/2025","ES0L02605084","Conventional","N/A","5/8/2026","98.623","N/A","1.940000","0.709541","N/A"
"EUB  05/26","8/20/2025","EU000A4EAKP3","Conventional","N/A","5/8/2026","98.610","N/A","1.958996","0.709446","N/A"
"BUB  05/26","8/20/2025","DE000BU0E295","Conventional","N/A","5/13/2026","98.645","N/A","1.872502","0.723400","N/A"
"RFTB  05/26","8/20/2025","FI4000590971","Conventional","N/A","5/13/2026","98.570","N/A","1.978434","0.722846","N/A"
"BTC  05/26","8/20/2025","BE0312812846","Conventional","N/A","5/14/2026","98.596","N/A","1.933875","0.725779","N/A"
"BOT  05/26","8/20/2025","IT0005650574","Conventional","N/A","5/14/2026","98.574","N/A","1.965664","0.725612","N/A"
"IRISH 1 05/26","8/20/2025","IE00BV8C9418","Conventional","1.000","5/15/2026","99.310","99.581233","1.928211","0.728510","0.271233"
"BTF  05/26","8/20/2025","FR0128984004","Conventional","N/A","5/20/2026","98.541","N/A","1.966960","0.741794","N/A"
"PTC  05/26","8/20/2025","PTPBTEGE0052","Conventional","N/A","5/22/2026","98.530","N/A","1.968000","0.747182","N/A"
"FRTR 0.5 05/26","8/20/2025","FR0013131877","Conventional","0.500","5/25/2026","98.933","99.054918","1.902874","0.755643","0.121918"
"SPGB 2.8 05/26","8/20/2025","ES0000012L29","Conventional","2.800","5/31/2026","100.595","101.231712","1.970721","0.774118","0.636712"
"BTPS 1.6 06/26","8/20/2025","IT0005170839","Conventional","1.600","6/1/2026","99.755","100.113470","1.898606","0.770570","0.358470"
"LET  06/26","8/20/2025","ES0L02606058","Conventional","N/A","6/5/2026","98.480","N/A","1.936000","0.785105","N/A"
"EUB  06/26","8/20/2025","EU000A4EB337","Conventional","N/A","6/5/2026","98.468","N/A","1.950991","0.785012","N/A"
"BTC  06/26","8/20/2025","BE0312813851","Conventional","N/A","6/11/2026","98.448","N/A","1.937000","0.801257","N/A"
"BOT  06/26","8/20/2025","IT0005655037","Conventional","N/A","6/12/2026","98.417","N/A","1.969480","0.803739","N/A"
"BUB  06/26","8/20/2025","DE000BU0E303","Conventional","N/A","6/17/2026","98.483","N/A","1.855000","0.817954","N/A"
"BTF  06/26","8/20/2025","FR0128984012","Conventional","N/A","6/17/2026","98.392","N/A","1.968000","0.817198","N/A"
"BKO 2.9 06/26","8/20/2025","DE000BU22056","Conventional","2.900","6/18/2026","100.806","101.322438","1.868366","0.820557","0.516438"
"OLO 1 06/26","8/20/2025","BE0000337460","Conventional","1.000","6/22/2026","99.239","99.406123","1.898762","0.831118","0.167123"
"EUB  07/26","8/20/2025","EU000A4EDCQ2","Conventional","N/A","7/3/2026","98.323","N/A","1.948991","0.860328","N/A"
"EU  07/26","8/20/2025","EU000A3KTGV8","Conventional","N/A","7/6/2026","98.313","98.313000","1.942583","0.868432","N/A"
"BTC  07/26","8/20/2025","BE0312814867","Conventional","N/A","7/9/2026","98.287","N/A","1.955000","0.876389","N/A"
"LET  07/26","8/20/2025","ES0L02607106","Conventional","N/A","7/10/2026","98.283","N/A","1.953500","0.879084","N/A"
"BOT  07/26","8/20/2025","IT0005660029","Conventional","N/A","7/14/2026","98.265","N/A","1.949959","0.889843","N/A"
"RAGB 2 07/26","8/20/2025","AT0000A308C5","Conventional","2.000","7/15/2026","100.045","100.253219","1.918204","0.892778","0.208219"
"BUB  07/26","8/20/2025","DE000BU0E311","Conventional","N/A","7/15/2026","98.345","N/A","1.853000","0.893298","N/A"
"BTF  07/26","8/20/2025","FR0129132728","Conventional","N/A","7/15/2026","98.246","N/A","1.965460","0.892401","N/A"
"BTPS 2.1 07/26","8/20/2025","IT0005370306","Conventional","2.100","7/15/2026","100.112","100.328850","1.954823","0.887316","0.216850"
"NETHR 0.5 07/26","8/20/2025","NL0011819040","Conventional","0.500","7/15/2026","98.752","98.804055","1.889695","0.893005","0.052055"
"PTC  07/26","8/20/2025","PTPBTBGE0071","Conventional","N/A","7/17/2026","98.231","N/A","1.970000","0.897727","N/A"
"PGB 2.875 07/26","8/20/2025","PTOTETOE0012","Conventional","2.875","7/21/2026","100.847","101.099055","1.899069","0.909032","0.252055"
"UKT 1.5 07/26","8/20/2025","GB00BYZW3G56","Conventional","1.500","7/22/2026","97.893","98.015283","3.889744","0.882508","0.122283"
"GREECE 1.875 07/26","8/20/2025","GR0118019679","Conventional","1.875","7/23/2026","99.919","100.073110","1.934945","0.914097","0.154110"
"SPGB 5.9 07/26","8/20/2025","ES00000123C7","Conventional","5.900","7/30/2026","103.576","103.947781","1.976923","0.932487","0.371781"
"BTPS  08/26","8/20/2025","IT0005454241","Conventional","N/A","8/1/2026","98.298","98.298000","1.801529","0.944753","N/A"
"LET  08/26","8/20/2025","ES0L02608070","Conventional","N/A","8/7/2026","98.128","N/A","1.962571","0.954019","N/A"
"OATEI 0.1 03/26","8/20/2025","FR0013519253","Conventional","0.100","3/1/2026","99.523","99.581197","1.018366","0.530513","0.058197"
"DBREI 0.1 04/26","8/20/2025","DE0001030567","Conventional","0.100","4/15/2026","98.939","98.984625","1.758995","0.648184","0.045625"
"BTPEI 0.65 05/26","8/20/2025","IT0005415416","Conventional","0.650","5/15/2026","99.548","99.761653","1.276867","0.730462","0.213653"
"EUB  08/26","8/20/2025","EU000A4EEWF1","Conventional","N/A","8/7/2026","98.127","N/A","1.962763","0.954017","N/A"
"BTF  08/26","8/20/2025","FR0129132736","Conventional","N/A","8/12/2026","98.091","N/A","1.973250","0.967289","N/A"
"BTC  08/26","8/20/2025","BE0312815872","Conventional","N/A","8/13/2026","98.096","N/A","1.962839","0.970060","N/A"
"BOT  08/26","8/20/2025","IT0005666851","Conventional","N/A","8/14/2026","98.071","N/A","1.983433","0.972538","N/A"
"DBR  08/26","8/20/2025","DE0001102408","Conventional","N/A","8/15/2026","98.205","98.205000","1.827809","0.982050","N/A"
"BUB  08/26","8/20/2025","DE000BU0E329","Conventional","N/A","8/19/2026","98.164","N/A","1.859893","0.987095","N/A"
"BTPS 3.1 08/26","8/20/2025","IT0005607269","Conventional","3.100","8/28/2026","101.055","102.553620","2.056110","0.974044","1.498620"
"EU 3 09/26","8/20/2025","EU000A1GVVF8","Conventional","3.000","9/4/2026","101.073","103.966151","1.942437","0.987597","2.893151"
"RFGB  09/26","8/20/2025","FI4000511449","Conventional","N/A","9/15/2026","97.992","97.992000","1.921515","1.045661","N/A"
"BTPEI 3.1 09/26","8/20/2025","IT0004735152","Conventional","3.100","9/15/2026","102.867","104.697987","0.400319","1.038810","1.830987"
"BTPS 3.85 09/26","8/20/2025","IT0005556011","Conventional","3.850","9/15/2026","101.874","103.547910","2.071755","1.016456","1.673910"
"BKO 2.7 09/26","8/20/2025","DE000BU22064","Conventional","2.700","9/17/2026","100.844","103.750032","1.894555","1.022046","2.906032"
"FRTR 2.5 09/26","8/20/2025","FR001400FYQ4","Conventional","2.500","9/24/2026","100.591","102.864973","1.945122","1.045807","2.273973"
"EU 2.75 10/26","8/20/2025","EU000A3K4D82","Conventional","2.750","10/5/2026","100.830","103.248493","1.991023","1.072620","2.418493"
"OBL  10/26","8/20/2025","DE0001141844","Conventional","N/A","10/9/2026","97.916","97.916000","1.878683","1.110641","N/A"
"RAGB 0.75 10/26","8/20/2025","AT0000A1K9C8","Conventional","0.750","10/20/2026","98.663","99.291767","1.924049","1.132327","0.628767"
"EU 0.25 10/26","8/20/2025","EU000A3K4DA4","Conventional","0.250","10/22/2026","98.039","98.247219","1.965710","1.142136","0.208219"
"UKT 0.375 10/26","8/20/2025","GB00BNNGP668","Conventional","0.375","10/22/2026","96.244","96.367975","3.685786","1.145407","0.123975"
"SPGB 1.3 10/26","8/20/2025","ES00000128H5","Conventional","1.300","10/31/2026","99.200","100.250685","1.975018","1.161334","1.050685"
"BTPS 7.25 11/26","8/20/2025","IT0001086567","Conventional","7.250","11/1/2026","106.212","108.438220","1.957140","1.124175","2.226220"
